_id,category,id,title,description,duration,fullLength,publishedDate,numberOfPlays,isCatchUp,program
7023595,histoire,7023595,Anno 1914 - La Suisse dans l'Histoire 3/3,"Alors que l'Europe vient de basculer dans la Grande Guerre, la Suisse fait face, en 1914, à une situation sociale, politique et économique complexe. Pour retracer le quotidien des habitants de ce pays, une vingtaine d'hommes, de femmes et d'enfants ont accepté de vivre comme il y a cent ans. Trois historiens romands décryptent cette captivante immersion dans le passé.",2756320,true,2015-08-23T18:38:00Z,682,false,Histoire vivante
7024401,histoire,7024401,Dada de Germano Zullo & Albertine,"Roger Canasson et Dada sont des champions de saut d’obstacles. Ils sont presque invincibles, car ils forment une paire parfaite.",331240,true,2015-08-24T08:22:00Z,177,false,La tête dans les histoires
7027092,histoire,7027092,Le bon Docteur Poutingue d'Olivier Douzou & José Parrondo,"Branle-bas de combat chez les poux: depuis que le docteur Poutingue soigne ses patients avec sa poutingue magique, des cheveux apparaissent sur la tête de ces derniers.",302160,true,2015-08-25T08:25:00Z,212,false,La tête dans les histoires
7033807,histoire,7033807,Tandem de Séverine Vidal & Irène Bonacina,"Une cour de récré, une petite chouette qui attend son ami. Il avait pourtant dit qu'il viendrait, qu'il serait là, rendez-vous à midi, et il n’y est pas.",334160,true,2015-08-27T08:27:00Z,114,false,La tête dans les histoires
7036954,histoire,7036954,Comme une princesse de Brigitte Minne & Merel Eyckerman,"Marie trouve qu'elle ne ressemble pas à une princesse mais son papa n'est pas de cet avis. Au cours d'une belle journée entre père et fille, il va lui montrer que toutes les filles sont des princesses…",382160,true,2015-08-28T08:23:00Z,184,false,La tête dans les histoires
7041694,histoire,7041694,Un traître à la patrie,"Lors de la Première Guerre mondiale, deux officiers de l'état-major suisse ont secrètement transmis à l'armée allemande des dépêches diplomatiques russes décryptées par le service des renseignements. Cette trahison, baptisée «l'affaire des colonels», fut découverte par l'homme chargé de décoder ces dépêches, le Lausannois André Langie. Un docu-fiction haletant.",3078360,true,2015-08-30T18:41:00Z,3075,false,Histoire vivante
7043026,histoire,7043026,Le loup qui voulait changer de couleur d'Orianne Lallemand & Eleonore Thuillier,"Ce matin, le loup est de très méchante humeur. Tout en noir, il ne se trouve pas beau du tout. C'est décidé, il va changer de couleur ! Mais ce n'est pas aussi facile qu'il le croit.",330880,true,2015-08-31T08:24:00Z,265,false,La tête dans les histoires
7045895,histoire,7045895,La petite casserole d'Anatole d'Isabelle Carrier,"Anatole traîne toujours derrière lui sa petite casserole. Elle lui est tombée dessus un jour… On ne sait pas très bien pourquoi. Depuis, elle se coince partout et l’empêche d’avancer. Un jour il en a assez. Il décide de se cacher, de disparaître. Ça lui parait plus simple. Mais heureusement les choses ne sont pas simples…",360560,true,2015-09-01T07:51:00Z,136,false,La tête dans les histoires
7048354,histoire,7048354,"Spaghettis: histoire de prix, du simple au quintuple!","Les pâtes occupent une place prépondérante dans nos assiettes! Chaque Suisse en consomme près de dix kilos par an, ce qui situe notre pays au troisième rang en la matière, juste derrière l’Italie et la Grèce. Et les pâtes, il s'en vend à tous les prix. Il peut être multiplié par 15 entre l'entrée et le haut de gamme. Comment expliquer ces différences? Et cela fait-il une différences dans l'assiette?",2331200,true,2015-09-01T18:14:00Z,12846,false,A Bon Entendeur
7052609,histoire,7052609,"C'est pas moi, c'est la baleine ! de Pauline Pinson & Magali Le Huche","Buc a une excuse toute trouvée pour ne pas se faire disputer quand il fait des bêtises: ""C’est pas moi, c’est la baleine!"". C’est imparable, pourtant, sa maman n’a pas l’air de le croire…",298000,true,2015-09-03T07:53:00Z,145,false,La tête dans les histoires
7056065,histoire,7056065,Comment bien laver son mammouth laineux de Michelle Robin & Kate Hindley,"Une plongée dans les livres et l'univers des tout-petits en humour et en poésie. Dans chaque épisode un nouveau titre est à découvrir avec les classes enfantines du collège de Montoie. L'histoire est lue par un comédien, racontée et commentée par les enfants alors que certaines illustrations sont animées.",342800,true,2015-09-04T07:52:00Z,179,false,La tête dans les histoires
7056303,histoire,7056303,FR: le sentier Ritter permet de découvrir un pan surprenant de l’histoire industrielle fribourgeoise,Le sentier tient son nom de l’ingénieur Guillaume Ritter qui a construit le barrage de la Maigrauge.,180080,false,2015-09-04T10:45:00Z,189,false,12h45
7063063,histoire,7063063,Le Dessert de Tom Tirabosco,"Une plongée dans les livres et l'univers des tout-petits en humour et en poésie. Dans chaque épisode un nouveau titre est à découvrir avec les classes enfantines du collège de Montoie. L'histoire est lue par un comédien, racontée et commentée par les enfants alors que certaines illustrations sont animées.",354680,true,2015-09-07T07:52:00Z,116,false,La tête dans les histoires
7066124,histoire,7066124,Le meilleur livre pour apprendre à dessiner une vache d'Hélène Rice & Ronan Badel,"Une plongée dans les livres et l'univers des tout-petits en humour et en poésie. Dans chaque épisode un nouveau titre est à découvrir avec les classes enfantines du collège de Montoie. L'histoire est lue par un comédien, racontée et commentée par les enfants alors que certaines illustrations sont animées.",300120,true,2015-09-08T07:52:00Z,137,false,La tête dans les histoires
7068294,histoire,7068294,NE: l’écrin du théâtre populaire romand de la Chaux-de-Fonds fête ses 60 ans d’histoire,La salle a été entièrement rénovée et modernisée.,304040,false,2015-09-08T16:55:00Z,214,false,Couleurs locales
7072944,histoire,7072944,Jean-Michel contre vents et marées de Magali Le huche,"Une plongée dans les livres et l'univers des tout-petits en humour et en poésie. Dans chaque épisode un nouveau titre est à découvrir avec les classes enfantines du collège de Montoie. L'histoire est lue par un comédien, racontée et commentée par les enfants alors que certaines illustrations sont animées.",325960,true,2015-09-10T07:53:00Z,82,false,La tête dans les histoires
7075893,histoire,7075893,Le bazar de Crabtree de Jon et Tucker Nichols,"Une plongée dans les livres et l'univers des tout-petits en humour et en poésie. Dans chaque épisode un nouveau titre est à découvrir avec les classes enfantines du collège de Montoie. L'histoire est lue par un comédien, racontée et commentée par les enfants alors que certaines illustrations sont animées.",329400,true,2015-09-11T07:53:00Z,76,false,La tête dans les histoires
7082567,histoire,7082567,Le chat d'Elsa d'Alice Brière-Haquet & Magali Le Huche,"Une plongée dans les livres et l'univers des tout-petits en humour et en poésie. Dans chaque épisode un nouveau titre est à découvrir avec les classes enfantines du collège de Montoie. L'histoire est lue par un comédien, racontée et commentée par les enfants alors que certaines illustrations sont animées.",275080,true,2015-09-14T07:53:00Z,197,false,La tête dans les histoires
7082649,science,7082649,"Débat : Valérie Chansigaud, historienne des sciences et de l'environnement et Bernard Crettaz, ethnologue et sociologue débattent sur le plateau de Faut pas croire.",,958080,false,2015-09-13T10:07:00Z,70,false,Faut pas croire
7085781,histoire,7085781,La Tarte aux fées de Michaël Escoffier & Kris Di Giacomo,"Une plongée dans les livres et l'univers des tout-petits en humour et en poésie. Dans chaque épisode un nouveau titre est à découvrir avec les classes enfantines du collège de Montoie. L'histoire est lue par un comédien, racontée et commentée par les enfants alors que certaines illustrations sont animées.",294560,true,2015-09-15T08:25:00Z,167,false,La tête dans les histoires
7092679,histoire,7092679,Le chevalier de ventre-à-terre de Gilles Bachelet,"Une plongée dans les livres et l'univers des tout-petits en humour et en poésie. Dans chaque épisode un nouveau titre est à découvrir avec les classes enfantines du collège de Montoie. L'histoire est lue par un comédien, racontée et commentée par les enfants alors que certaines illustrations sont animées.",315120,true,2015-09-17T08:25:00Z,82,false,La tête dans les histoires
7096295,histoire,7096295,La grosse faim de P'tit Bonhomme de Pierre Delyle & Cécile Hudrisier,"Une plongée dans les livres et l'univers des tout-petits en humour et en poésie. Dans chaque épisode un nouveau titre est à découvrir avec les classes enfantines du collège de Montoie. L'histoire est lue par un comédien, racontée et commentée par les enfants alors que certaines illustrations sont animées.",328880,true,2015-09-18T08:25:00Z,104,false,La tête dans les histoires
7101191,histoire,7101191,Football: le FC Sion a vécu une belle page de son histoire footbalistique à Tourbillon contre le Rubin Kazan (2-1),,250000,false,2015-09-20T16:25:00Z,40,false,Sport dimanche
7102685,histoire,7102685,Adieu Chaussette de Benjamin Chaud,"""Je ne peux pas continuer à avoir un lapin comme meilleur copain:  je ne suis plus un bébé"". Voilà ce que se dit un jeune garçon à propos de son ""lapin buffle"", qu’il nomme chaussette. Il décide donc de l’abandonner dans la forêt. Mais aura-t-il le coeur de s’en séparer?",329440,true,2015-09-21T08:21:00Z,99,false,La tête dans les histoires
7105869,histoire,7105869,La tournée de Facteur Souris de Marianne Dubuc,"En suivant la tournée de facteur souris, tu vas découvrir les habitats si rigolos des animaux!",310120,true,2015-09-22T08:20:00Z,85,false,La tête dans les histoires
7112716,histoire,7112716,La Moufle de Florence Desnouveaux et Cécile Hudrisier,"Une plongée dans les livres et l'univers des tout-petits en humour et en poésie. Dans chaque épisode un nouveau titre est à découvrir avec les classes enfantines du collège de Montoie. L'histoire est lue par un comédien, racontée et commentée par les enfants alors que certaines illustrations sont animées.",323600,true,2015-09-24T08:25:00Z,104,false,La tête dans les histoires
7115921,histoire,7115921,La Chèvre de Monsieur Seguin illustré par Adrienne Barman,"Une plongée dans les livres et l'univers des tout-petits en humour et en poésie. Dans chaque épisode un nouveau titre est à découvrir avec les classes enfantines du collège de Montoie. L'histoire est lue par un comédien, racontée et commentée par les enfants alors que certaines illustrations sont animées.",337680,true,2015-09-25T08:25:00Z,145,false,La tête dans les histoires
7116528,histoire,7116528,L’histoire de Guignol,"Avant d’être le héros préféré des enfants, Guignol s’adressait aux adultes et a subi les foudres de la censure. Petit rappel avec Gérard Truchet, Président de la Société des amis de Lyon et de Guignol.",172760,false,2015-09-25T18:15:00Z,32,false,Passe-moi les jumelles
7122088,histoire,7122088,Mes parents sont marteaux de Philippe Besnier & Lynda Corazza,Que se passe-t-il si l’on prend toutes les expressions au pied de la lettre? La moindre journée devient le théâtre d’aventures surréalistes et les repas de famille tournent à la scène de ménage!,316400,true,2015-09-28T08:25:00Z,276,false,La tête dans les histoires
7129429,science,7129429,"Rendez-vous ""sciences"": pourquoi y a-t-il plus de droitiers que de gauchers?","Le professeur Jean-Marie Annoni, neurologue, analyse le mystère de la prédominance des droitiers chez les humains et les animaux.",580480,false,2015-09-30T10:45:00Z,474,false,12h45
7130445,science,7130445,GE: une fuite d’ammoniac inquiète la Faculté des sciences,"Il n’y a pas eu de blessés, mais certains petits animaux de laboratoire ont failli être intoxiqués.",108160,false,2015-09-30T16:57:00Z,262,false,Couleurs locales
71421,science,71421,Science / Le portrait Google,Un journal français a réalisé le portrait d'un internaute à partir des informations trouvées sur le réseau.,210583,false,2009-01-27T16:30:00Z,18,false,Dolce vita
7146482,histoire,7146482,"Le film «The Program» raconte l’histoire du champion déchu, Lance Armstrong",Le réalisateur Stephen Frears raconte l’histoire d’un champion et de son dopage organisé.,162520,false,2015-10-06T17:30:00Z,344,false,19h30
7149878,histoire,7149878,"""Avec Merz et Blocher, la pire période dans l'histoire du Conseil fédéral""",Christian Levrat revient sur la période 2003-2007 du gouvernement. Il affirme que c'est à cette période que le Conseil fédéral a le plus perdu.,30040,false,2015-10-07T21:54:02Z,656,false,Vidéos en bref
7157244,histoire,7157244,Turquie: le pays est confronté à l’attentat le plus meurtrier de son histoire,Deux explosions se sont produites près de la gare d’Ankara alors qu’une manifestation pour la paix se préparait.,110000,false,2015-10-10T17:30:00Z,1298,false,19h30
7158861,histoire,7158861,"109e édition. Un trio se dispute la victoire au sprint. L’Italien Matteo Trentin mate les Belges Tosh Van der Sande, 2e, et Greg Van Avermaet, 3e, au sprint du Paris-Tours le plus rapide de l'histoire",Cyclisme - Paris-Tours,82400,false,2015-10-11T13:20:00Z,132,false,Cyclisme
7162216,histoire,7162216,Inventer demain: Emilie Joly raconte les histoires grâce aux nouvelles technologies,,87280,false,2015-10-12T18:14:00Z,153,false,Toutes Taxes Comprises
7167036,histoire,7167036,La cuisine de l’histoire,"L’Agaricus bisporus – nom latin du champignon de Paris – entre à la cour de Louis XIV au 17 siècle. Jean-Baptiste de La Quintinie réussit à le cultiver dans les jardins de Versailles, au printemps et en automne. A partir de là, Paris lui restera collé à la peau. Mais le petit champignon blanc ou brun va rapidement conquérir l'Europe et occuper les caves et autres sous-sols des villes. Son succès est tel, que certaines tables le proposent de l'entrée au dessert…",559040,false,2015-10-13T18:14:00Z,65,false,A Bon Entendeur
7169522,science,7169522,"La gélotologie, une science jeune","L’étude du rire est récente, même si quelques précurseurs s’y sont penchés dès le 19ème siècle. On nomme la science du rire la gélotologie. Rencontre avec Robert Provine, auteur de la « bible » du rire, une approche scientifique de ce comportement universel.",309320,false,2015-10-14T18:15:00Z,49,false,Specimen
7171100,histoire,7171100,FR: des enfants mettent en scène l'histoire qu'ils ont inventée,C'est le Centre d’animation socioculturelle de la Basse-Ville de Fribourg qui a rendu ce projet possible.,122520,false,2015-10-15T10:45:00Z,118,false,12h45
7171110,science,7171110,Science politique: Pascal Mahon explique les différents modes de scrutin,Ce professeur de la faculté de Droit de l'Université de Neuchâtel se penche sur les cas des systèmes proportionnel et majoritaire.,533200,false,2015-10-15T10:45:00Z,1083,false,12h45
7189559,histoire,7189559,GE: le musée d'art et d'histoire propose des activités pour les enfants,Une série d'activités ludiques sont proposées afin de faire connaître l’art aux plus jeunes enfants.,326800,false,2015-10-21T16:57:00Z,190,false,Couleurs locales
7205222,histoire,7205222,«Keeper» raconte l’histoire d’un couple d’adolescents sur le point d’avoir un enfant,Le premier film du Franco-belge Guillaume Senez met en scène le Lausannois Kacey Mottet Klein dans le rôle phare du futur papa.,147080,false,2015-10-27T18:30:00Z,204,false,19h30
7205380,histoire,7205380,Petite histoire du sparadrap,"On pansait déjà les plaies dans l'antiquité, à l'époque de l'Egypte ancienne. On appliquait alors des baumes de miel ou de graisse sur les blessures. Au cours des siècles, les traitements vont évoluer. Une découverte majeure va marquer l'histoire des pansements. Au 19 siècle, Louis Pasteur met en évidence les germes infectieux. Les pansements sont réétudiés pour former une barrière stérile protégeant les plaies du monde environnant. Le premier sparadrap adhésif ""prêt à l'emploi"" est produit aux Etats-Unis dans les années 1920.",385160,false,2015-10-27T19:14:00Z,86,false,A Bon Entendeur
7207238,histoire,7207238,"Le ""Vacherin Mont-d'Or"", une histoire de femmes","C'est la période de production dans le massif du Jura pour ce mythique fromage. Cette star des pâtes molles de l'Auberson est cerclée uniquement pas de délicates mains féminines, un choix du patron de la fromagerie Tyrode.",16440,false,2015-10-27T17:57:00Z,9,false,Couleurs locales
7208001,histoire,7208001,"Le ""Vacherin Mont-d'Or"", une histoire de femmes","C'est la période de production dans le massif du Jura pour ce mythique fromage. Cette star des pâtes molles de l'Auberson est cerclée uniquement pas de délicates mains féminines, un choix du patron de la fromagerie Tyrode.",42480,false,2015-10-27T17:57:00Z,29,false,Couleurs locales
7218620,histoire,7218620,"Espagne, la nouvelle donne","Fin 2015, l'Espagne organise des élections générales qui pourraient bousculer la vie politique et économique du pays. Car la crise est partout: corruption au sein du gouvernement, scandales au coeur de la monarchie, chômage, expulsions de familles en difficulté financière... Mais la révolte citoyenne est en marche.",3260200,true,2015-11-01T20:56:00Z,1645,true,Histoire vivante
7223726,histoire,7223726,"L’invité culturel: Robert Guédiguian nous présente son film ""Une histoire de fou""","Le film fou raconte les implications du génocide arménien sur les générations, à l'heure où l'on en commémore le centenaire.",571680,false,2015-11-03T11:45:00Z,380,false,12h45
7234409,histoire,7234409,Singapour: les présidents taïwanais et chinois marquent l’Histoire,C’est la première fois depuis 1945 que les dirigeants de la Chine nationaliste et communiste se retrouvent en tête-à-tête.,103960,false,2015-11-07T11:45:00Z,71,false,12h45
7235131,histoire,7235131,Chine / Rencontre: retour sur l’histoire des deux Chines,"Depuis 66 ans, ces deux pays n’ont pas cessé de se haïr tout en cherchant à se rapprocher.",135160,false,2015-11-07T18:30:00Z,224,false,19h30
7237338,histoire,7237338,Le ciel de Marignan,"1515... Date mythique synonyme de défaite pour les soldats suisses sur le champ de bataille de Marignan. L'historiographie a longtemps glorifié l'héroïsme des Confédérés. Mais que s'est-il passé, au juste? Que faisaient les soldats suisses à Milan? Pourquoi sont-ils allés se battre dans les plaines lombardes?",3231160,true,2015-11-08T19:56:00Z,2014,false,Histoire vivante
7239733,histoire,7239733,FR: le Musée d'art et d'histoire (MAHF) met le patrimoine du canton à l'honneur,"160 objets sans véritable rapport entre eux sont exposés, à l'exception d'un lien très fort avec Fribourg.",140040,false,2015-11-09T17:57:00Z,35,false,Couleurs locales
7256558,histoire,7256558,Un village empoisonné par la CIA? Pont-Saint-Esprit 1951,"Des documents déclassifiés prouvent que la CIA a utilisé des cobayes humains à leur insu. Par exemple en 1951, dans le village français de Pont-Saint-Esprit, où les habitants furent pris d'une crise de folie conduisant sept personnes à la mort. Ailleurs: irradiations, électrochocs et drogues ont servi les macabres desseins de la CIA.",3385760,true,2015-11-15T21:35:00Z,1170,true,Histoire vivante
7256829,histoire,7256829,Djihad 2.0,Les organisations terroristes maîtrisent parfaitement l'utilisation des réseaux sociaux et la production de vidéos ultra-violentes. Quels sont les codes utilisés? Comment cette propagande 2.0 réussit-elle à séduire des centaines de jeunes occidentaux? Qui sont ces redoutables cyber-recruteurs? Comment lutter contre ces méthodes? Décryptage.,3037200,true,2015-11-15T21:36:00Z,5566,true,Histoire vivante
77048,science,77048,Jungfraujoch: de la science haute-perchée,,379750,false,2009-10-26T16:40:00Z,71,false,Dolce vita
785468,science,785468,"L'invité culturel: l'écrivain Jean-François Thomas pour ""Défricheurs d'imaginaire"", une anthologie de la science-fiction romande",,226000,false,2009-04-23T10:45:00Z,84,false,12h45
819700,science,819700,"Le Festival Science et Cité parcourt la Suisse romande, reportage à Neuchâtel","Les dangers qui menacent la planète y sont expliqués aux enfants. Beaucoup d'informations sont donc livrées, sans être rébarbatives pour autant.",124018,false,2009-08-21T10:45:00Z,165,false,12h45
87106,science,87106,A quoi sert la science fondamentale ?,,300000,true,2006-04-07T16:05:00Z,255,false,Le court du jour
94869,geographie,94869,Bernhard Fuhrer: la géographie économique,,196549,true,2007-10-03T16:00:00Z,241,false,Le court du jour
